User_ID,Age,Income_Level,Credit_Score,Investment_Experience,Financial_Knowledge,Risk_Tolerance,Investment_Goals,Time_Horizon,Total_Assets,Total_Liabilities,Number_of_Dependents,Years_of_Investing,Net_Worth,Investment_Strategy
UW85OD0U60,18,Low,696,Intermediate,High,Low,Growth,Medium-term,5068324,2094307,0,32,2974017,Balanced
S8FKA64CBP,63,Medium,718,Experienced,Medium,Low,Income,Medium-term,5239302,2022849,3,4,3216453,Balanced
SLQ93C9JS8,27,Medium,707,Intermediate,Medium,Low,Growth,Short-term,5245444,1957721,4,21,3287723,Conservative
KLGEV05O5Y,26,Low,764,Intermediate,Low,Low,Income,Long-term,5077748,1958335,0,30,3119413,Balanced
FZ8T7BMFF3,47,High,679,Novice,Medium,High,Preservation,Long-term,5011642,2104040,1,36,2907602,Balanced
3SP41AI5EI,32,Low,724,Experienced,Medium,Medium,Income,Medium-term,4825393,2056650,1,26,2768743,Balanced
99F8X3XNU1,53,Low,695,Intermediate,Low,Low,Growth,Medium-term,5129637,2093625,1,15,3036012,Aggressive
CHERPLKUKD,40,High,620,Novice,Low,Medium,Growth,Medium-term,4971492,2170106,4,10,2801386,Balanced
TMDZBKIC1M,20,High,678,Intermediate,High,Low,Growth,Medium-term,4869497,1857310,3,27,3012187,Balanced
D7GS58ZNA8,37,Low,676,Novice,High,High,Income,Medium-term,4895119,2016251,4,11,2878868,Aggressive
YPT68F4DV8,45,High,581,Experienced,Low,Medium,Growth,Long-term,4811811,2069280,4,20,2742531,Balanced
6NC7A407NM,44,High,714,Intermediate,Low,Medium,Income,Long-term,5094557,2090383,0,4,3004174,Balanced
63NTF1KYCE,39,Medium,684,Experienced,Low,Low,Income,Medium-term,5175107,1906683,0,21,3268424,Balanced
7AJKK4004C,68,High,635,Intermediate,High,Low,Preservation,Medium-term,5083884,2072861,3,3,3011023,Balanced
H3C0ET55Y2,26,Low,642,Experienced,High,High,Income,Short-term,5321161,2076207,3,11,3244954,Aggressive
X1JKHVW1M3,47,High,708,Novice,Medium,High,Preservation,Medium-term,4973331,1923607,0,7,3049724,Balanced
CIOJ8DX5V4,57,Low,670,Experienced,Low,High,Preservation,Short-term,4936119,2172235,2,34,2763884,Balanced
ZV06PZAI7I,35,Medium,763,Intermediate,Medium,High,Income,Short-term,4996690,1823069,0,16,3173621,Income
JRMS9DQ01H,28,Low,745,Experienced,High,High,Preservation,Short-term,4998472,1964721,3,22,3033751,Aggressive
YIS40O1Q9D,58,Medium,645,Novice,Medium,Low,Preservation,Short-term,4999525,1899757,4,2,3099768,Conservative
KTXY2DN64J,31,Low,674,Novice,Low,Medium,Growth,Short-term,5124715,2031050,0,17,3093665,Balanced
0390S01HL6,35,High,699,Novice,High,Medium,Growth,Medium-term,5118230,2000785,0,12,3117445,Balanced
R6M8OZF3E5,33,Low,775,Intermediate,Medium,Medium,Preservation,Medium-term,4911307,1873030,0,18,3038277,Balanced
VN2FE63Y27,38,Medium,655,Intermediate,Low,High,Income,Medium-term,4889646,2143789,2,35,2745857,Balanced
8LZ4919QUN,52,Low,719,Experienced,Low,Low,Preservation,Short-term,4945916,2062176,3,28,2883740,Conservative
7H9U32NIU3,46,Medium,641,Experienced,High,High,Growth,Long-term,5323293,1947647,4,21,3375646,Aggressive
9LT26L2MMC,53,High,760,Experienced,Low,High,Income,Short-term,5067901,2018430,1,16,3049471,Growth-oriented
GCIYA3SA62,28,High,706,Novice,High,Medium,Speculation,Long-term,4945690,1998114,0,33,2947576,Balanced
22CD8MVPQ7,25,Low,745,Novice,Medium,Medium,Income,Medium-term,5116349,1991787,1,2,3124562,Balanced
OX0EOJG05D,65,Medium,696,Experienced,Medium,Medium,Preservation,Short-term,4919957,1923100,0,10,2996857,Balanced
KA7FL0M3AH,31,Low,787,Intermediate,Low,Medium,Speculation,Short-term,5093174,2035828,1,28,3057346,Balanced
WUA6UC0HIJ,20,Low,740,Intermediate,Medium,Low,Growth,Long-term,4988058,2076494,3,4,2911564,Balanced
9OTUIGWCQD,25,Low,683,Intermediate,Low,High,Income,Long-term,4924682,1971647,2,0,2953035,Balanced
78WZG6X5NZ,41,High,656,Intermediate,Low,Medium,Speculation,Long-term,4708819,2022438,4,18,2686381,Balanced
H7PN2LSILX,43,Low,644,Novice,Low,High,Preservation,Short-term,5104459,1945707,2,13,3158752,Preservation
3AF0YBUWE0,47,Low,737,Experienced,Low,Low,Preservation,Medium-term,5083889,2068329,0,21,3015560,Balanced
XC5D4J3I4Y,48,High,710,Novice,Low,Low,Preservation,Short-term,4953894,1826652,0,19,3127242,Conservative
TPBK4T42RS,49,Medium,759,Intermediate,Medium,Medium,Growth,Medium-term,4643151,1933837,1,16,2709314,Balanced
VDSG46T524,45,Low,682,Novice,High,High,Preservation,Short-term,4837552,2045827,2,39,2791725,Aggressive
YM7RTRPGYW,51,High,808,Intermediate,Low,High,Speculation,Short-term,5129001,1916990,3,35,3212011,Growth-oriented
KSMJ3UBE7T,39,Low,715,Experienced,High,Low,Speculation,Long-term,5011023,2021238,3,26,2989785,Balanced
SPPTA1EMML,19,High,595,Intermediate,Low,Low,Income,Medium-term,5171460,1995340,3,29,3176120,Balanced
J4B470QHF4,19,Low,767,Intermediate,Medium,Medium,Speculation,Long-term,4887528,2009884,0,26,2877644,Balanced
0S4GRJKBQG,29,High,667,Novice,Low,High,Preservation,Long-term,5096957,1901933,0,17,3195024,Balanced
6ARHNW3P3Q,65,Medium,649,Intermediate,Low,High,Preservation,Short-term,4977560,2030604,4,25,2946956,Balanced
C1JUEPNGLX,29,High,695,Experienced,High,Medium,Growth,Medium-term,5041277,1929391,3,7,3111886,Balanced
M7RA91LKRL,60,Low,680,Experienced,Medium,Medium,Speculation,Long-term,4940433,2086414,4,12,2854019,Balanced
RKAOIDZ0A3,42,Medium,727,Intermediate,Medium,High,Speculation,Long-term,4918091,2022587,0,3,2895504,Balanced
7PKFKHPGN9,19,Medium,724,Experienced,Medium,Medium,Income,Long-term,4902817,1950470,4,23,2952347,Balanced
R000LXBU3O,63,Low,747,Intermediate,Low,Low,Growth,Short-term,5006211,1953998,0,15,3052213,Conservative
SAB2TLQSB2,34,Medium,767,Novice,High,High,Income,Medium-term,4753325,1853423,1,1,2899902,Aggressive
W4HYAC1CBO,32,Medium,658,Intermediate,Medium,Medium,Growth,Long-term,4950746,2052632,4,6,2898114,Balanced
02K8GYHNBE,23,Low,700,Novice,Medium,High,Speculation,Medium-term,5055427,1926357,2,3,3129070,Balanced
C33CC6EG61,37,High,760,Experienced,Medium,Medium,Preservation,Short-term,5163132,2190658,2,11,2972474,Growth-oriented
YT4R2UO1QX,31,High,639,Experienced,High,High,Preservation,Short-term,5031666,1965378,3,14,3066288,Aggressive
TQ188MGFQ2,35,Medium,724,Novice,High,High,Preservation,Long-term,4978385,1816763,1,12,3161622,Aggressive
IASJAGVC9V,55,Medium,678,Intermediate,Medium,High,Growth,Medium-term,4906331,1981292,4,14,2925039,Balanced
YC5HJ2V044,61,Low,710,Intermediate,High,Medium,Preservation,Short-term,5179030,2105063,2,21,3073967,Balanced
NHAXCOQLJE,45,Medium,743,Intermediate,Low,Medium,Preservation,Short-term,4798388,2072207,3,5,2726181,Balanced
8JYLJ6MLYB,63,Medium,682,Experienced,High,High,Preservation,Long-term,4936146,1910862,1,35,3025284,Aggressive
8FATE2SWAE,27,High,750,Intermediate,High,Low,Growth,Medium-term,4892331,2161356,3,18,2730975,Balanced
NEWK8L88GL,67,Medium,630,Experienced,High,High,Income,Short-term,4897627,1910636,4,35,2986991,Aggressive
OZQT6LXTY2,55,High,711,Experienced,Low,High,Growth,Medium-term,5086361,1981080,1,13,3105281,Balanced
W0Z9R2LH2S,34,Medium,781,Intermediate,High,Medium,Income,Long-term,4923164,2054275,0,19,2868889,Balanced
6VWYRIUZU7,67,Medium,662,Novice,Medium,Medium,Income,Short-term,5135943,2049336,1,23,3086607,Balanced
Z0DMJMDKI2,28,Medium,720,Intermediate,Medium,Low,Preservation,Medium-term,5084899,2082715,3,17,3002184,Balanced
P2Z79KN7YL,43,High,765,Intermediate,Medium,High,Income,Long-term,5280605,2119285,0,31,3161320,Growth-oriented
YUV0JXIN5S,42,Low,681,Intermediate,High,High,Preservation,Long-term,4930760,2013873,1,37,2916887,Aggressive
CBTTBUSDNN,55,Low,644,Intermediate,Low,High,Growth,Short-term,4916465,2222035,0,17,2694430,Balanced
C7B07NY949,23,Medium,644,Intermediate,High,Medium,Growth,Long-term,5015115,2170973,3,10,2844142,Balanced
VDJPF60FOF,18,High,665,Novice,Low,High,Speculation,Short-term,5005343,2050424,4,27,2954919,Aggressive
VZT5EE51KX,28,Medium,719,Experienced,Low,Medium,Income,Medium-term,4883590,1953582,2,21,2930008,Balanced
406BCYQ9GY,63,Medium,640,Experienced,Medium,High,Speculation,Long-term,5192502,1911030,3,2,3281472,Balanced
4N5Q3ORMOU,57,Low,663,Novice,High,Medium,Income,Long-term,4903459,1954300,1,17,2949159,Balanced
PRCNYVSLON,68,Low,706,Novice,High,Medium,Income,Short-term,5165455,2054634,3,4,3110821,Balanced
ZNKJDPTARX,30,Medium,673,Experienced,Low,High,Preservation,Medium-term,4913940,1854137,1,5,3059803,Balanced
2N0QAA1992,40,High,682,Novice,Medium,High,Preservation,Long-term,4861763,2141349,2,3,2720414,Balanced
06E6YLVZ3E,40,High,687,Experienced,Low,Medium,Growth,Long-term,4980397,1971894,4,6,3008503,Balanced
DGI44C5PPG,18,High,692,Novice,Low,Medium,Speculation,Long-term,4978607,1807085,3,27,3171522,Balanced
1T67CWSL4X,52,Medium,756,Intermediate,High,Medium,Preservation,Short-term,4902084,1942245,0,9,2959839,Preservation
FEF3G9E4W8,23,Low,807,Experienced,Medium,High,Income,Long-term,4948709,1975465,2,22,2973244,Balanced
D2FE8M1W7L,19,Low,680,Experienced,Low,High,Growth,Long-term,5093867,2087086,1,36,3006781,Balanced
PKABGACQXP,21,Low,744,Novice,Low,High,Income,Short-term,4976222,2119801,0,3,2856421,Balanced
YL5M6NT6IG,32,Low,670,Experienced,Medium,Low,Growth,Medium-term,4972325,2084289,1,30,2888036,Balanced
Y52TIIW0VD,42,Low,743,Intermediate,Low,Medium,Growth,Short-term,4978478,2114355,3,37,2864123,Balanced
A27TDSJNXZ,68,Low,752,Novice,Low,Low,Growth,Medium-term,4905376,1975104,1,15,2930272,Balanced
BQ7URO0OEY,63,Medium,753,Novice,Low,Low,Growth,Short-term,4742901,2141018,1,4,2601883,Conservative
81M35W287K,53,Low,686,Intermediate,High,Medium,Preservation,Long-term,5143218,1884783,0,2,3258435,Balanced
BFVYOAD9X4,28,Medium,680,Intermediate,Medium,High,Speculation,Long-term,5070835,2030834,1,15,3040001,Balanced
CN4JMAPPV8,46,Low,716,Novice,High,Low,Speculation,Short-term,5036111,2132829,3,3,2903282,Conservative
5EAZ5FZ25V,38,Low,657,Novice,Low,Low,Growth,Medium-term,4816176,1879576,3,14,2936600,Balanced
3MNN6XVD3F,65,Low,589,Experienced,Medium,Low,Growth,Long-term,4995528,2060719,1,6,2934809,Balanced
GBDV553OYT,69,Low,748,Intermediate,High,High,Speculation,Medium-term,4792935,1957226,2,20,2835709,Aggressive
TSM2OZYVQI,34,Medium,737,Novice,Medium,Low,Growth,Medium-term,4934991,2002573,3,27,2932418,Balanced
U8YP9UYL6E,44,Medium,784,Intermediate,High,Low,Income,Medium-term,5106141,2051424,1,14,3054717,Balanced
MBKXMNBBG2,23,High,727,Experienced,High,Medium,Speculation,Medium-term,5250451,2043767,4,34,3206684,Balanced
V8DDR6597Q,47,High,703,Novice,Medium,High,Preservation,Long-term,5005976,2063119,2,1,2942857,Balanced
5BK29KMLOU,38,Medium,836,Intermediate,High,Low,Growth,Long-term,4872840,1982501,4,25,2890339,Balanced
6TT64Z8YVX,57,Medium,609,Intermediate,Low,Low,Income,Medium-term,5279658,1999900,0,8,3279758,Balanced
ABEEOSZDHL,57,High,757,Experienced,Low,High,Preservation,Medium-term,4912961,2036886,4,35,2876075,Growth-oriented
1E8P699B00,34,Low,753,Intermediate,Medium,Low,Growth,Medium-term,5147240,1986313,1,12,3160927,Balanced
SQ2MFD19NP,38,High,648,Experienced,High,Low,Income,Short-term,5033071,2319803,1,36,2713268,Conservative
6MEVH8768G,28,Low,819,Intermediate,Medium,Low,Preservation,Medium-term,4920605,1952545,0,38,2968060,Balanced
K96X9LI47A,38,Low,660,Experienced,High,Low,Income,Medium-term,5043374,1945535,0,24,3097839,Balanced
RQNAM60VNA,29,High,727,Intermediate,High,Low,Speculation,Long-term,4921816,1991561,2,21,2930255,Balanced
K7EKFQAG2L,30,Low,685,Novice,Medium,Low,Income,Short-term,4836553,1959506,4,2,2877047,Conservative
IWEK26CSBQ,67,Low,686,Intermediate,High,High,Speculation,Long-term,5099919,1959885,3,32,3140034,Aggressive
WGTLKZLORL,39,Low,637,Novice,Low,High,Speculation,Medium-term,4972157,2119003,2,7,2853154,Balanced
0G2ZOTYN3T,35,Low,758,Intermediate,Low,Low,Income,Long-term,5045963,1944381,1,39,3101582,Balanced
TX75NO5CQZ,19,High,724,Novice,Low,Medium,Growth,Medium-term,4906537,2043667,0,37,2862870,Balanced
4B0Z1IB1P1,33,Low,761,Novice,Low,High,Growth,Long-term,5006615,2009776,0,32,2996839,Balanced
L6OP8BTKTF,34,Low,663,Intermediate,High,High,Growth,Medium-term,5158085,1998934,3,38,3159151,Aggressive
IQQV5B3LNP,55,Medium,695,Experienced,High,Medium,Preservation,Medium-term,5138377,2119865,1,36,3018512,Balanced
PYF4MKAZ30,46,Low,670,Experienced,High,Medium,Preservation,Medium-term,4686428,2028371,1,25,2658057,Balanced
2MBXD9KO2I,66,Low,688,Intermediate,Low,Low,Preservation,Medium-term,5109410,2104962,3,10,3004448,Aggressive
QLXWOZ81XZ,52,Medium,677,Intermediate,Medium,Low,Speculation,Medium-term,5089370,2143601,4,13,2945769,Balanced
ONYOPF6DM2,45,Low,728,Experienced,Low,High,Growth,Long-term,4871890,1878220,2,34,2993670,Balanced
8Y2L9ABELY,60,High,816,Novice,High,High,Speculation,Medium-term,4950867,1984267,1,1,2966600,Aggressive
D8NCRIGR60,42,Low,656,Novice,Medium,Medium,Income,Medium-term,4951955,1981802,1,31,2970153,Balanced
Y9Q5EJ7XQ5,65,High,719,Intermediate,Low,Low,Income,Short-term,4882167,1943785,1,38,2938382,Conservative
CADY4K4ZOO,37,High,743,Novice,High,Low,Preservation,Medium-term,4843074,2139536,1,24,2703538,Balanced
WH7SM36XY1,32,High,784,Experienced,High,Medium,Income,Long-term,4835631,2105226,4,9,2730405,Growth-oriented
6Z6GSMQAEP,22,High,655,Intermediate,Low,High,Growth,Long-term,4976282,1991142,0,34,2985140,Balanced
TNFPPSFU9A,67,Low,682,Experienced,High,Medium,Growth,Short-term,4887806,1998790,2,23,2889016,Preservation
X728CA3FGU,64,High,661,Novice,Low,Low,Speculation,Long-term,5148071,1986005,3,12,3162066,Balanced
E0CCCN64H7,21,High,769,Intermediate,High,Low,Income,Medium-term,4859306,2026919,3,29,2832387,Growth-oriented
J9IUA47R35,40,Low,560,Experienced,Low,High,Preservation,Medium-term,5219094,1983258,0,11,3235836,Growth
YTM6764CWM,34,High,721,Novice,High,High,Speculation,Long-term,5049679,1948746,4,11,3100933,Aggressive
GZEKZGORGV,32,High,703,Experienced,Low,Medium,Speculation,Long-term,5051023,1990870,1,1,3060153,Balanced
XJ6BSPII0C,67,Low,794,Intermediate,Medium,Low,Speculation,Medium-term,5329343,1969498,0,28,3359845,Balanced
UNQYAHRQ2D,21,Low,704,Intermediate,High,Medium,Growth,Long-term,5033285,2024021,3,9,3009264,Balanced
T4KNVG5W2F,65,High,645,Intermediate,Medium,Medium,Income,Long-term,5233981,2024240,0,3,3209741,Growth
ZWKT0GJWC1,35,Medium,802,Novice,High,Medium,Preservation,Short-term,5379331,2017186,4,6,3362145,Balanced
FD4MNRJHC5,40,Low,746,Experienced,Medium,Low,Speculation,Short-term,5168960,2007994,4,29,3160966,Conservative
AHY1J178TZ,55,Medium,708,Experienced,Medium,High,Speculation,Short-term,5246342,1990975,2,25,3255367,Balanced
O0AOIBR97E,32,Low,764,Novice,Medium,Medium,Growth,Short-term,4999246,2045994,1,38,2953252,Balanced
06DDVAKGI0,59,High,666,Intermediate,Medium,High,Speculation,Short-term,4909957,1981273,1,6,2928684,Balanced
N1HX4CSUE1,41,High,681,Novice,Medium,Medium,Speculation,Short-term,5197700,1790978,3,1,3406722,Aggressive
OZK7UY04U0,66,Low,804,Experienced,Low,Medium,Growth,Short-term,5196987,2033772,0,30,3163215,Aggressive
7O69L50C06,51,Low,788,Novice,Medium,Medium,Income,Short-term,5082967,1986402,0,11,3096565,Balanced
DICI24J7ZK,69,High,843,Intermediate,High,Medium,Preservation,Medium-term,5127183,2023015,0,14,3104168,Growth-oriented
ODFNL22KT0,22,High,695,Intermediate,Low,High,Growth,Long-term,4930585,2121655,4,34,2808930,Balanced
2PTXFK18TS,21,Medium,682,Experienced,Medium,High,Speculation,Short-term,5100509,2091366,0,2,3009143,Balanced
98CVCD75PV,60,High,651,Novice,Medium,Medium,Income,Short-term,4913383,1875007,3,19,3038376,Balanced
L52GCVY0BV,52,Low,630,Experienced,High,Medium,Preservation,Medium-term,4942922,2067069,1,12,2875853,Balanced
IIF5JAN7KD,54,Low,626,Experienced,Medium,Medium,Preservation,Short-term,4808004,1869111,2,10,2938893,Balanced
2KO92SX504,46,Medium,710,Intermediate,Low,Medium,Growth,Long-term,4853058,1862623,0,13,2990435,Balanced
LL0YDD7HOF,30,Medium,701,Experienced,Low,High,Speculation,Medium-term,4974709,2063178,0,20,2911531,Balanced
5WSSYLJF84,57,Low,661,Intermediate,Medium,Medium,Income,Medium-term,5075443,1937840,2,23,3137603,Balanced
XNZF53BTOV,30,High,699,Intermediate,High,High,Preservation,Medium-term,5250742,2104671,1,4,3146071,Aggressive
BJS5KGNHTS,24,Medium,712,Experienced,High,Medium,Speculation,Long-term,5059567,1730345,2,27,3329222,Balanced
0HPMLY9EY2,47,High,681,Novice,Medium,Medium,Speculation,Short-term,5020346,2025799,1,31,2994547,Balanced
9492WY6EXV,26,Medium,741,Novice,Low,Low,Preservation,Short-term,5009051,1972905,2,29,3036146,Conservative
RXVC966HAP,43,High,801,Novice,Low,Medium,Speculation,Long-term,4955295,1897515,0,10,3057780,Growth-oriented
BLUHZCZREL,43,Medium,685,Novice,Low,Low,Speculation,Short-term,4632149,2042659,1,20,2589490,Conservative
PXE0ZTYGFX,40,Low,761,Novice,Low,Medium,Growth,Long-term,4955997,2086728,4,38,2869269,Balanced
Y5F7LSXNNB,23,Medium,680,Experienced,Low,Medium,Speculation,Medium-term,4713159,1948061,4,2,2765098,Balanced
K3H6TD9UKH,69,Medium,728,Intermediate,Medium,Low,Speculation,Short-term,4999067,2179928,0,29,2819139,Conservative
O8O9KEO0X7,69,High,782,Experienced,High,Low,Growth,Medium-term,5042061,2258476,0,7,2783585,Growth-oriented
KJWTUF9KD2,26,Medium,681,Experienced,Low,Medium,Speculation,Long-term,4756093,2067867,0,26,2688226,Balanced
H9UXOLI9OR,40,High,651,Novice,Low,High,Speculation,Short-term,4781898,2034755,4,30,2747143,Balanced
DWHKW29KKE,28,High,688,Experienced,Medium,Low,Income,Long-term,4917313,1926656,3,17,2990657,Balanced
KQQ7L93EGF,41,Low,635,Experienced,Medium,Medium,Preservation,Long-term,5009715,2001690,0,30,3008025,Balanced
W6S3HJ551G,39,Low,655,Novice,High,High,Preservation,Short-term,4933432,2052314,0,9,2881118,Aggressive
P3SCRZDR49,67,Low,706,Novice,Low,Low,Growth,Short-term,5017033,1885705,3,19,3131328,Conservative
00810QT09C,61,Low,587,Experienced,High,High,Preservation,Long-term,4726588,1996059,0,29,2730529,Aggressive
VUSMCRVHLX,40,High,759,Experienced,Medium,High,Preservation,Long-term,4972521,2134093,0,39,2838428,Growth-oriented
LCUNUSPQHW,62,Low,721,Intermediate,Medium,High,Income,Medium-term,5040854,2137921,3,8,2902933,Balanced
7RDYQ2V66Y,62,Low,680,Novice,High,Medium,Income,Short-term,4971909,1895690,0,39,3076219,Balanced
7GN3OJQGJH,26,Medium,755,Novice,High,Low,Income,Short-term,5235579,1820946,0,25,3414633,Conservative
RJF4094SWK,35,Low,733,Experienced,High,Low,Growth,Long-term,5082383,2061401,3,27,3020982,Preservation
CHUJVCXZIE,65,High,721,Intermediate,Low,Low,Growth,Short-term,4630422,2027883,4,5,2602539,Conservative
I6W2PTPWHH,45,Low,754,Experienced,High,Low,Income,Long-term,4954067,1976661,0,35,2977406,Balanced
UDCLUDR96O,37,High,751,Intermediate,Medium,High,Income,Long-term,5115466,2135365,2,15,2980101,Growth-oriented
XZ3BSFLZOZ,43,High,715,Experienced,Low,High,Speculation,Medium-term,5025429,2044224,1,20,2981205,Balanced
WN21ZY06E4,67,Medium,697,Novice,Medium,Medium,Preservation,Short-term,4925068,2100285,2,14,2824783,Balanced
956F565TCQ,59,High,704,Intermediate,High,Low,Preservation,Short-term,4735200,2003454,0,7,2731746,Conservative
3ZHGPVOYAQ,64,Medium,729,Experienced,Low,Medium,Speculation,Short-term,5301081,2024614,0,38,3276467,Balanced
PXZYYR3517,38,Low,692,Intermediate,High,Low,Income,Medium-term,5138897,2075638,2,22,3063259,Balanced
ADPBKK3EK6,29,Medium,644,Intermediate,Low,Low,Growth,Short-term,4871360,2288252,2,10,2583108,Conservative
8IXYY23VJZ,50,High,687,Intermediate,Low,High,Income,Short-term,5054782,2074155,2,39,2980627,Balanced
DK1LKIJ50K,19,High,663,Experienced,High,Low,Speculation,Short-term,5157755,1951523,4,8,3206232,Conservative
6L8NMMS9X8,32,Medium,675,Intermediate,Medium,Medium,Growth,Medium-term,5066088,2097742,4,19,2968346,Balanced
DEZS7Q6D5G,19,Medium,733,Novice,High,Low,Preservation,Long-term,4934187,2037570,0,6,2896617,Balanced
4LLY2YGKDZ,55,High,635,Novice,Low,High,Preservation,Medium-term,5304972,2086700,0,19,3218272,Balanced
APIOW3UC3T,55,Medium,794,Intermediate,Low,Medium,Income,Short-term,4970589,1877079,1,28,3093510,Balanced
W3C6N1OKPJ,59,Low,729,Novice,Medium,Medium,Income,Long-term,4966548,2019888,1,4,2946660,Balanced
TL0083EZNM,69,Medium,689,Experienced,High,Low,Speculation,Medium-term,5171742,1738483,1,12,3433259,Balanced
8I87SO50C1,59,Low,698,Intermediate,Medium,Medium,Speculation,Long-term,5123469,1889655,0,3,3233814,Aggressive
NX7NK15BRB,66,High,706,Novice,Medium,Low,Growth,Medium-term,4802809,1951936,1,0,2850873,Balanced
W0X1U00B27,68,Low,770,Intermediate,Medium,Medium,Speculation,Long-term,4810085,2010254,1,17,2799831,Balanced
SG6QADS1N2,43,Low,749,Experienced,Low,High,Income,Short-term,4852954,2166601,4,9,2686353,Balanced
IE80EMHUDO,60,Medium,718,Experienced,Low,Medium,Income,Short-term,4988492,2209662,3,37,2778830,Aggressive
072OCXF86G,50,High,632,Experienced,Low,High,Speculation,Medium-term,4942005,1924651,4,14,3017354,Aggressive
Q1SCXX4L3F,40,Medium,759,Intermediate,Medium,High,Preservation,Short-term,4930617,1854537,0,9,3076080,Balanced
OO4W4TM9KR,34,Medium,686,Novice,High,Low,Income,Medium-term,5141724,1966431,1,15,3175293,Balanced
4ROGNKZ6N4,37,Low,635,Experienced,Low,Medium,Income,Short-term,4890085,1898731,1,38,2991354,Balanced
1BF8TPWM3C,19,Medium,667,Novice,Medium,Low,Growth,Short-term,4933278,2164118,2,11,2769160,Conservative
8H7UE8SUR2,30,High,673,Experienced,Medium,Low,Growth,Short-term,4965464,1864904,0,9,3100560,Conservative
LP62UINK5I,21,Medium,679,Novice,Low,Medium,Income,Medium-term,4851054,2019691,0,31,2831363,Balanced
KMQW8PCPMK,44,High,724,Experienced,High,High,Growth,Short-term,5108316,1905379,3,13,3202937,Aggressive
9JS6MLMT3P,66,Low,668,Experienced,High,High,Growth,Medium-term,5195141,1928448,4,26,3266693,Aggressive
4M6BN0Z0ZR,28,Low,720,Intermediate,High,Low,Preservation,Short-term,5071182,1968936,4,31,3102246,Conservative
5K48HH9CXR,66,Medium,820,Intermediate,High,High,Preservation,Short-term,4988719,2059357,3,30,2929362,Aggressive
4FVDDS54CV,55,Medium,791,Novice,High,Medium,Preservation,Short-term,4952338,2120710,3,17,2831628,Balanced
7SK7ZOS0S4,69,Medium,659,Experienced,High,High,Growth,Short-term,4684345,1960561,3,10,2723784,Aggressive
V2OI88A5GU,27,Low,655,Novice,High,Medium,Preservation,Short-term,4760108,1927988,4,25,2832120,Balanced
YRI7J7EDS9,32,Low,710,Novice,High,High,Income,Long-term,4823353,2069457,1,22,2753896,Aggressive
7C02Q9YEPZ,50,Low,671,Experienced,High,Medium,Preservation,Medium-term,5101732,2008931,3,23,3092801,Balanced
4F2DYKMJP0,34,High,704,Intermediate,Medium,Medium,Speculation,Short-term,4938545,2144318,3,23,2794227,Balanced
F237GDE3Y9,66,Low,630,Intermediate,Low,Medium,Growth,Short-term,5107628,1932854,2,4,3174774,Balanced
2KKH00WA6K,25,Low,718,Novice,High,Medium,Growth,Short-term,4897121,1761015,4,9,3136106,Balanced
047G4HQWWM,62,Low,645,Novice,Low,Low,Preservation,Medium-term,4794107,1847419,3,37,2946688,Balanced
DTKSHVFU71,67,Low,698,Novice,Low,Low,Growth,Short-term,4912249,1996919,4,0,2915330,Conservative
KT028RT5JE,60,Medium,664,Experienced,Medium,Low,Growth,Medium-term,5183129,2088434,2,16,3094695,Balanced
KLUPPMPR6Y,45,Low,629,Novice,Low,Medium,Income,Short-term,4596683,1901119,3,4,2695564,Balanced
NX3VR3JY4L,51,High,646,Intermediate,Low,Low,Growth,Medium-term,5131884,1930929,3,36,3200955,Balanced
JIWRZMD7Z8,47,High,672,Experienced,Medium,Low,Preservation,Long-term,4955689,1890635,4,7,3065054,Balanced
V028CA8B00,37,Low,626,Experienced,Medium,High,Income,Long-term,5260729,1998760,4,12,3261969,Balanced
REXQJVKFGG,50,High,719,Intermediate,Medium,High,Speculation,Medium-term,4921933,2095379,2,0,2826554,Balanced
V05JXCYFW8,31,Medium,748,Experienced,Medium,Medium,Income,Short-term,4729404,2185656,3,33,2543748,Balanced
QLOK2XW7KR,48,High,674,Novice,Medium,Low,Preservation,Long-term,4903903,1909255,1,9,2994648,Balanced
EQ4Q214A0H,26,Low,707,Novice,Medium,Medium,Preservation,Short-term,4956710,1885398,4,9,3071312,Balanced
SXBUFW2FO1,25,High,693,Novice,Medium,High,Income,Long-term,4995741,2028120,0,13,2967621,Balanced
A752K4K684,20,Medium,640,Novice,High,Low,Speculation,Medium-term,5096991,1908212,0,35,3188779,Balanced
294EFKIMIS,65,Medium,728,Experienced,High,High,Speculation,Long-term,5026949,2062874,4,18,2964075,Aggressive
S6554QSH6A,45,Medium,677,Experienced,Low,High,Preservation,Medium-term,5031650,1842574,3,38,3189076,Balanced
PK89ALXHNH,41,High,730,Intermediate,Medium,Medium,Preservation,Medium-term,5154490,2016163,3,7,3138327,Growth-oriented
55HLBTO2KY,42,Low,689,Novice,Medium,High,Speculation,Long-term,4756450,2273977,0,17,2482473,Balanced
DKCWO6I88P,69,Medium,655,Intermediate,Low,High,Growth,Short-term,4856971,1947140,4,19,2909831,Balanced
7HZZ3IBZI8,48,High,746,Experienced,Low,Low,Income,Short-term,4931111,1972817,3,27,2958294,Conservative
69TXDX3YHS,46,Medium,796,Experienced,High,Low,Speculation,Short-term,5148092,2008601,2,2,3139491,Conservative
JWDDKI7FIL,22,High,653,Novice,High,Medium,Growth,Medium-term,5059737,1987056,2,5,3072681,Balanced
